epoch (ms),acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,participant,label,category,set
2019-01-11 15:10:08.400,0.0036666666666666666,0.9663333333333334,-0.081,1.8412,-4.7806,-2.5608,A,bench,heavy,1
2019-01-11 15:10:08.600,-0.0125,0.9624999999999999,-0.089,2.195,-2.1096,-2.8538,A,bench,heavy,1
2019-01-11 15:10:08.800,-0.028,0.867,-0.125,9.524600000000001,-2.8289999999999997,-11.1828,A,bench,heavy,1
2019-01-11 15:10:09.000,-0.062,0.873,-0.15500000000000003,16.5608,-4.4268,-13.0368,A,bench,heavy,1
2019-01-11 15:10:09.200,-0.09666666666666666,0.9043333333333333,-0.169,7.6952,-11.8538,-3.0363999999999995,A,bench,heavy,1
2019-01-11 15:10:09.400,-0.11549999999999999,0.963,-0.1765,-1.5486,-13.9268,7.9756,A,bench,heavy,1
2019-01-11 15:10:09.600,-0.10433333333333333,1.11,-0.14033333333333334,-10.3658,-12.9512,12.634,A,bench,heavy,1
2019-01-11 15:10:09.800,-0.1565,1.323,-0.139,-4.4878,8.3172,-20.4146,A,bench,heavy,1
2019-01-11 15:10:10.000,-0.152,0.9333333333333332,-0.13033333333333333,6.1708,9.9268,-8.256,A,bench,heavy,1
2019-01-11 15:10:10.200,-0.158,0.9430000000000001,-0.1205,1.6098,2.9514,2.7194,A,bench,heavy,1
2019-01-11 15:10:10.400,-0.131,0.9506666666666667,-0.14966666666666667,-2.4024,-0.7804,10.5,A,bench,heavy,1
2019-01-11 15:10:10.600,-0.0995,0.9524999999999999,-0.1195,-8.9388,-0.28060000000000007,22.1584,A,bench,heavy,1
2019-01-11 15:10:10.800,-0.027333333333333334,0.848,-0.11433333333333333,-9.195,7.0854,22.0854,A,bench,heavy,1
2019-01-11 15:10:11.000,0.018000000000000002,0.925,-0.11699999999999999,9.2436,-7.8782,-3.6339999999999995,A,bench,heavy,1
2019-01-11 15:10:11.200,0.007666666666666666,0.9546666666666667,-0.127,5.2438,-4.122,-5.195,A,bench,heavy,1
2019-01-11 15:10:11.400,-0.0075,0.8915,-0.1545,10.5,-3.4024,-11.8416,A,bench,heavy,1
2019-01-11 15:10:11.600,-0.06033333333333333,0.8276666666666667,-0.18666666666666668,17.7804,-5.1462,-14.5244,A,bench,heavy,1
2019-01-11 15:10:11.800,-0.111,0.895,-0.215,9.0852,-7.8658,-4.0244,A,bench,heavy,1
2019-01-11 15:10:12.000,-0.11466666666666665,0.9226666666666666,-0.19966666666666666,-9.2928,-19.0854,11.4512,A,bench,heavy,1
2019-01-11 15:10:12.200,-0.1015,1.325,-0.16399999999999998,-4.9756,-5.9512,3.8902,A,bench,heavy,1
2019-01-11 15:10:12.400,-0.147,1.1366666666666667,-0.16,3.2681999999999993,15.183000000000002,-28.756,A,bench,heavy,1
2019-01-11 15:10:12.600,-0.1805,0.902,-0.20350000000000001,9.9876,3.8414,-3.1950000000000003,A,bench,heavy,1
2019-01-11 15:10:12.800,-0.19200000000000003,0.9183333333333333,-0.2333333333333333,-2.5368,-1.0732,3.7682,A,bench,heavy,1
2019-01-11 15:10:13.000,-0.16849999999999998,0.949,-0.21000000000000002,-10.5364,-1.122,12.1098,A,bench,heavy,1
2019-01-11 15:10:13.200,-0.11433333333333333,0.9716666666666667,-0.154,-26.280399999999997,9.183,27.683,A,bench,heavy,1
2019-01-11 15:10:13.400,-0.013,0.7955,-0.10899999999999999,-6.5486,3.0367999999999995,15.938999999999998,A,bench,heavy,1
2019-01-11 15:10:13.600,0.006000000000000001,0.9279999999999999,-0.08433333333333333,10.402600000000001,-9.317,-4.061,A,bench,heavy,1
2019-01-11 15:10:13.800,-0.0185,0.9615,-0.0915,4.8172,-3.7683999999999997,-1.6829999999999998,A,bench,heavy,1
2019-01-11 15:10:14.000,-0.02466666666666667,0.9603333333333333,-0.11399999999999999,4.89,-2.622,-2.8777999999999997,A,bench,heavy,1
2019-01-11 15:10:14.200,-0.040999999999999995,0.8400000000000001,-0.15250000000000002,12.073,-7.1952,-12.1098,A,bench,heavy,1
2019-01-11 15:10:14.400,-0.09066666666666667,0.8456666666666667,-0.207,13.183000000000002,-6.7928,-19.0854,A,bench,heavy,1
2019-01-11 15:10:14.600,-0.1355,0.8714999999999999,-0.2155,7.0122,-7.5120000000000005,-2.0488,A,bench,heavy,1
